instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
9274.0,27/01/2012,1.0,1.0,1.0,329.0,0.0,5.0,1.0,2.0,0.42,0.4242,1.0,0.39704,6,128,134
9275.0,27/01/2012,1.0,1.0,1.0,8.0,0.0,5.0,1.0,3.0,0.5,0.4848,0.88,0.39704,14,206,220
9276.0,27/01/2012,1.0,1.0,1.0,9.0,0.0,5.0,1.0,3.0,0.5,0.4848,0.88,0.39704,6,101,107
9277.0,27/01/2012,1.0,1.0,1.0,10.0,0.0,5.0,1.0,3.0,0.48,0.4697,1.0,0.22988,9,117,126
9278.0,27/01/2012,1.0,1.0,1.0,11.0,0.0,5.0,1.0,2.0,0.48,0.4697,0.94,0.18802,10,95,105
9279.0,27/01/2012,1.0,1.0,1.0,12.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.59,0.22988,25,155,180
9280.0,27/01/2012,1.0,1.0,1.0,13.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.59,0.6477799999999999,26,175,201
9281.0,27/01/2012,1.0,1.0,1.0,14.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.55,0.77308,23,153,176
9282.0,27/01/2012,1.0,1.0,1.0,15.0,0.0,5.0,1.0,1.0,0.48,0.4697,0.51,0.45976,27,170,197
9283.0,27/01/2012,1.0,1.0,1.0,16.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.51,0.77308,26,241,267
9284.0,27/01/2012,1.0,1.0,1.0,17.0,0.0,5.0,1.0,1.0,0.42,0.4242,0.5,0.8149399999999999,16,406,422
9286.0,27/01/2012,1.0,1.0,1.0,19.0,0.0,5.0,1.0,1.0,0.36,0.3333,0.5,0.5433399999999999,10,241,251
9287.0,27/01/2012,1.0,1.0,1.0,20.0,0.0,5.0,1.0,1.0,0.34,0.303,0.53,0.50148,6,153,159
9288.0,27/01/2012,1.0,1.0,1.0,21.0,0.0,5.0,1.0,1.0,0.34,0.2879,0.53,0.7313599999999999,8,127,135
9289.0,27/01/2012,1.0,1.0,1.0,22.0,0.0,5.0,1.0,1.0,0.34,0.303,0.49,0.5433399999999999,11,108,119
9290.0,27/01/2012,1.0,1.0,1.0,23.0,0.0,5.0,1.0,1.0,0.32,0.2879,0.49,0.5850599999999999,8,78,86
9291.0,28/01/2012,1.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.3,0.2879,0.52,0.39704,1,68,69
9292.0,28/01/2012,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,0.3,0.303,0.52,0.22988,1,57,58
9293.0,28/01/2012,1.0,1.0,1.0,2.0,0.0,6.0,0.0,1.0,0.26,0.303,0.6,0.0,3,38,41
9294.0,28/01/2012,1.0,1.0,1.0,3.0,0.0,6.0,0.0,1.0,0.26,0.2879,0.6,0.12544,1,16,17
9295.0,28/01/2012,1.0,1.0,1.0,4.0,0.0,6.0,0.0,1.0,0.26,0.2576,0.6,0.22988,0,8,8
9296.0,28/01/2012,1.0,1.0,1.0,5.0,0.0,6.0,0.0,1.0,0.24,0.2576,0.75,0.12544,0,10,10
9297.0,28/01/2012,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.24,0.2879,0.7,0.0,3,12,15
9298.0,28/01/2012,1.0,1.0,1.0,7.0,0.0,6.0,0.0,1.0,0.22,0.2727,0.75,0.0,3,28,31
9299.0,28/01/2012,1.0,1.0,1.0,8.0,0.0,6.0,0.0,1.0,0.2,0.2273,0.8,0.12544,9,82,91
9300.0,28/01/2012,1.0,1.0,1.0,9.0,0.0,6.0,0.0,1.0,0.22,0.2727,0.8,0.0,13,145,158
9301.0,28/01/2012,1.0,1.0,1.0,10.0,0.0,6.0,0.0,1.0,0.26,0.2727,0.7,0.18802,27,164,191
9302.0,28/01/2012,1.0,1.0,1.0,11.0,0.0,6.0,0.0,1.0,0.3,0.303,0.56,0.18802,55,241,296
9303.0,28/01/2012,1.0,1.0,1.0,12.0,0.0,6.0,0.0,1.0,0.3,0.2879,0.61,0.39704,70,244,314
9304.0,28/01/2012,1.0,1.0,1.0,13.0,0.0,6.0,0.0,1.0,0.38,0.3182,0.57,0.35517999999999994,80,293,373
9305.0,28/01/2012,1.0,1.0,1.0,504.0,0.0,5.0,0.0,1.0,0.38,0.3939,0.5,0.5433399999999999,123,239,362
9306.0,28/01/2012,1.0,1.0,1.0,15.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.47,0.45976,90,320,410
9307.0,28/01/2012,1.0,1.0,1.0,16.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.44,0.50148,131,276,407
9308.0,28/01/2012,1.0,1.0,1.0,17.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.44,0.5433399999999999,57,233,290
9309.0,28/01/2012,1.0,1.0,1.0,18.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.41,0.31345999999999996,40,201,241
9310.0,28/01/2012,1.0,1.0,1.0,19.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.41,0.77308,33,173,206
9311.0,28/01/2012,1.0,1.0,1.0,20.0,0.0,6.0,0.0,,0.4,0.4091,0.35,0.5433399999999999,5,115,120
9312.0,28/01/2012,1.0,1.0,1.0,21.0,0.0,6.0,0.0,1.0,0.36,0.3333,0.29,0.50148,18,109,127
9313.0,28/01/2012,1.0,1.0,1.0,22.0,0.0,6.0,0.0,1.0,0.34,0.3333,0.34,0.2716,6,97,103
9314.0,28/01/2012,1.0,1.0,1.0,23.0,0.0,6.0,0.0,1.0,0.32,0.3182,0.31,0.2716,6,79,85
9315.0,29/01/2012,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3,0.2879,0.33,0.31345999999999996,15,81,96
9316.0,29/01/2012,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3,0.2727,0.28,0.50148,5,68,73
9317.0,29/01/2012,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.28,0.2576,0.26,0.45976,3,48,51
9318.0,29/01/2012,1.0,1.0,1.0,879.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.28,0.2716,4,17,21
9319.0,29/01/2012,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.24,0.2576,0.3,0.0,0,5,5
9320.0,29/01/2012,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.2,0.2121,0.51,0.18802,1,6,7
9321.0,29/01/2012,1.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.2,0.2273,0.4,0.14629999999999999,1,4,5
9322.0,29/01/2012,1.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.2,0.2121,0.37,0.18802,0,12,12
9323.0,29/01/2012,1.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.18,0.197,0.4,0.18802,9,61,70
9324.0,29/01/2012,1.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.18,0.197,0.43,0.18802,13,98,111
9325.0,29/01/2012,1.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,0.28,0.2424,0.35,0.18802,38,153,191
9326.0,29/01/2012,1.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,0.28,0.2727,0.28,0.31345999999999996,57,198,255
9327.0,29/01/2012,1.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.32,0.303,0.26,0.31345999999999996,73,215,288
,29/01/2012,1.0,1.0,1.0,13.0,0.0,0.0,0.0,1.0,0.32,0.303,0.26,0.31345999999999996,78,238,316
9329.0,29/01/2012,1.0,1.0,1.0,14.0,0.0,0.0,0.0,1.0,0.32,0.303,0.26,0.35517999999999994,51,229,280
9330.0,29/01/2012,1.0,1.0,1.0,15.0,0.0,0.0,0.0,1.0,0.36,0.3333,0.25,0.39704,68,242,310
9331.0,,1.0,1.0,1.0,16.0,0.0,0.0,,1.0,0.36,0.3333,0.21,0.5850599999999999,54,268,322
9332.0,29/01/2012,1.0,1.0,1.0,17.0,0.0,0.0,0.0,1.0,0.36,0.3333,0.21,0.50148,33,201,234
9333.0,29/01/2012,1.0,1.0,1.0,18.0,0.0,0.0,0.0,1.0,0.34,0.303,0.23,0.50148,17,151,168
9334.0,29/01/2012,1.0,1.0,1.0,19.0,0.0,0.0,0.0,1.0,0.32,0.303,0.29,0.35517999999999994,14,145,159
9335.0,29/01/2012,1.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,0.3,0.2879,0.39,0.31345999999999996,13,98,111
9336.0,29/01/2012,1.0,1.0,1.0,21.0,0.0,0.0,0.0,1.0,0.3,0.2879,0.33,0.39704,0,69,69
9337.0,29/01/2012,1.0,1.0,1.0,22.0,0.0,0.0,0.0,1.0,0.32,0.2879,0.26,0.5433399999999999,7,57,64
9338.0,29/01/2012,1.0,1.0,1.0,23.0,0.0,0.0,0.0,1.0,0.3,0.2727,0.33,0.45976,4,21,25
9339.0,30/01/2012,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.32,0.2879,0.26,0.5850599999999999,0,10,10
9340.0,30/01/2012,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.26,0.2273,0.6,0.50148,0,9,9
9341.0,30/01/2012,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.24,0.2121,0.48,0.50148,1,6,7
9342.0,30/01/2012,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.24,0.2121,0.48,0.2716,0,4,4
9343.0,30/01/2012,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,0.2,0.2121,0.51,0.18802,0,5,5
9344.0,30/01/2012,1.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,0.22,0.2121,0.51,0.18802,0,26,26
9345.0,30/01/2012,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,0.22,0.2121,0.44,0.35517999999999994,0,80,80
9346.0,30/01/2012,1.0,1.0,1.0,7.0,0.0,1.0,1.0,1.0,0.22,0.2121,0.44,0.39704,4,221,225
9347.0,30/01/2012,1.0,1.0,1.0,8.0,0.0,1.0,1.0,1.0,0.2,0.197,0.47,0.31345999999999996,12,481,493
9348.0,30/01/2012,1.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,0.2,0.197,0.47,0.31345999999999996,5,193,198
9349.0,30/01/2012,1.0,1.0,1.0,10.0,0.0,1.0,1.0,1.0,0.22,0.2121,0.41,0.39704,3,82,85
9350.0,30/01/2012,1.0,1.0,1.0,11.0,0.0,1.0,1.0,1.0,0.26,0.2576,0.38,0.0,6,93,99
9352.0,30/01/2012,1.0,1.0,1.0,13.0,0.0,1.0,1.0,1.0,0.3,0.2879,0.31,0.2716,15,656,671
9353.0,30/01/2012,1.0,1.0,1.0,14.0,0.0,1.0,1.0,1.0,0.32,0.3333,0.24,0.18802,15,100,115
9354.0,30/01/2012,1.0,1.0,1.0,15.0,0.0,1.0,1.0,1.0,0.32,0.3182,0.24,0.2716,7,131,138
9355.0,30/01/2012,1.0,1.0,1.0,16.0,0.0,1.0,1.0,1.0,0.34,0.3485,0.25,0.2716,11,210,221
9356.0,30/01/2012,1.0,1.0,1.0,17.0,0.0,1.0,1.0,1.0,0.36,0.3485,0.21,0.2716,16,422,438
9357.0,30/01/2012,1.0,1.0,1.0,18.0,0.0,1.0,1.0,1.0,0.34,0.3333,0.23,0.22988,11,399,410
9358.0,30/01/2012,1.0,1.0,1.0,19.0,0.0,1.0,1.0,1.0,0.3,0.3182,0.45,0.22988,8,298,306
9359.0,30/01/2012,1.0,1.0,1.0,20.0,0.0,1.0,1.0,1.0,0.3,0.303,0.39,0.22988,2,179,181
9360.0,30/01/2012,1.0,1.0,1.0,21.0,0.0,1.0,1.0,1.0,0.3,0.303,0.42,0.22988,3,159,162
9361.0,30/01/2012,1.0,1.0,1.0,22.0,0.0,1.0,1.0,1.0,0.28,0.2727,0.48,0.31345999999999996,2,92,94
9362.0,30/01/2012,1.0,1.0,1.0,23.0,0.0,1.0,1.0,1.0,0.26,0.2576,0.6,0.2716,0,52,52
9363.0,31/01/2012,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.28,0.2727,0.52,0.35517999999999994,0,15,15
9364.0,31/01/2012,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.3,0.2727,0.42,0.41789999999999994,1,7,8
9365.0,31/01/2012,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.3,0.2879,0.42,0.31345999999999996,0,2,2
9366.0,31/01/2012,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.3,0.2879,0.45,0.31345999999999996,0,2,2
9367.0,31/01/2012,1.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,0.3,0.2879,0.49,0.2716,0,1,1
9368.0,31/01/2012,1.0,1.0,1.0,220.0,0.0,2.0,1.0,1.0,0.3,0.2879,0.49,0.2716,0,22,22
9369.0,31/01/2012,1.0,1.0,1.0,6.0,0.0,2.0,1.0,1.0,0.28,0.2727,0.52,0.22988,0,104,104
9370.0,31/01/2012,1.0,1.0,1.0,7.0,0.0,2.0,1.0,1.0,0.26,0.2576,0.6,0.2716,6,273,279
9371.0,31/01/2012,1.0,1.0,1.0,8.0,0.0,2.0,1.0,,0.26,0.2727,0.6,0.2716,14,498,512
9372.0,31/01/2012,1.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,0.3,0.2879,0.52,0.2716,30,231,261
9373.0,31/01/2012,1.0,1.0,1.0,10.0,0.0,2.0,1.0,2.0,0.32,0.3182,0.37,0.2716,34,110,144
9374.0,31/01/2012,1.0,1.0,1.0,11.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.37,0.39704,14,125,139
9375.0,31/01/2012,1.0,1.0,1.0,12.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.43,0.41789999999999994,13,181,194
9376.0,31/01/2012,1.0,1.0,1.0,13.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.36,0.31345999999999996,27,171,198
9377.0,31/01/2012,1.0,1.0,1.0,14.0,0.0,2.0,1.0,1.0,0.5,0.4848,0.29,0.45976,18,142,160
9378.0,31/01/2012,1.0,1.0,1.0,15.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.26,0.6269199999999999,27,150,177
9379.0,31/01/2012,1.0,1.0,1.0,16.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.26,0.6269199999999999,30,277,307
9380.0,31/01/2012,1.0,1.0,1.0,17.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.26,0.5850599999999999,41,518,559
9381.0,31/01/2012,1.0,1.0,1.0,18.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.24,0.50148,16,486,502
9382.0,31/01/2012,1.0,1.0,1.0,19.0,0.0,2.0,1.0,1.0,0.5,0.4848,0.29,0.39704,22,306,328
9383.0,31/01/2012,1.0,1.0,1.0,20.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.58,0.14629999999999999,15,223,238
,31/01/2012,1.0,1.0,1.0,21.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.33,0.41789999999999994,3,162,165
9385.0,31/01/2012,1.0,1.0,1.0,22.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.35,0.41789999999999994,11,118,129
9386.0,31/01/2012,1.0,1.0,1.0,23.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.38,0.35517999999999994,2,61,63
9387.0,01/02/2012,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.38,0.39704,0,31,31
9388.0,01/02/2012,1.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.41,0.39704,0,4,4
9389.0,01/02/2012,1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.44,0.39704,1,6,7
9390.0,01/02/2012,1.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.44,0.2716,0,3,3
9391.0,01/02/2012,1.0,1.0,2.0,4.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.5,0.22988,0,1,1
9392.0,01/02/2012,1.0,1.0,2.0,5.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.54,0.22988,0,18,18
9393.0,01/02/2012,1.0,1.0,2.0,6.0,0.0,3.0,1.0,3.0,0.4,0.4091,0.54,0.22988,0,67,67
9394.0,01/02/2012,1.0,1.0,2.0,7.0,0.0,3.0,1.0,3.0,0.38,0.3939,0.62,0.12544,7,201,208
9395.0,01/02/2012,1.0,1.0,2.0,8.0,0.0,3.0,1.0,3.0,0.36,0.3636,0.73,0.14629999999999999,15,505,520
9396.0,01/02/2012,1.0,1.0,2.0,9.0,0.0,3.0,1.0,2.0,0.36,0.3485,0.71,0.2716,9,267,276
9397.0,01/02/2012,1.0,1.0,2.0,10.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.62,0.18802,9,124,133
9398.0,01/02/2012,1.0,1.0,2.0,11.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.58,0.22988,27,116,143
9399.0,01/02/2012,1.0,1.0,2.0,12.0,0.0,3.0,1.0,1.0,0.44,0.4545,0.54,0.14629999999999999,26,153,179
9400.0,01/02/2012,1.0,1.0,2.0,13.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.47,0.31345999999999996,12,174,186
9401.0,01/02/2012,1.0,1.0,2.0,14.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.33,0.31345999999999996,33,159,192
9402.0,01/02/2012,1.0,1.0,2.0,15.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.35,0.39704,25,169,194
9403.0,01/02/2012,1.0,1.0,2.0,16.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.4,0.31345999999999996,22,261,283
9404.0,01/02/2012,1.0,1.0,2.0,17.0,0.0,3.0,1.0,1.0,0.58,0.5455,0.43,0.2716,31,508,539
9405.0,01/02/2012,1.0,1.0,2.0,18.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.46,0.22988,12,514,526
9406.0,01/02/2012,1.0,1.0,2.0,19.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.52,0.39704,20,315,335
9407.0,01/02/2012,1.0,1.0,2.0,20.0,0.0,3.0,1.0,1.0,0.52,0.5,0.52,0.22988,10,254,264
9408.0,01/02/2012,1.0,1.0,2.0,21.0,0.0,3.0,1.0,1.0,0.52,0.5,0.52,0.22988,16,217,233
9409.0,01/02/2012,1.0,1.0,2.0,22.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.55,0.2716,639,133,772
9410.0,01/02/2012,1.0,1.0,2.0,23.0,,3.0,1.0,1.0,0.46,0.4545,0.63,0.18802,22,75,97
9411.0,02/02/2012,1.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.59,0.18802,7,24,31
9412.0,02/02/2012,1.0,1.0,2.0,1.0,0.0,4.0,1.0,2.0,0.46,0.4545,0.55,0.0,3,14,17
9413.0,02/02/2012,1.0,1.0,2.0,2.0,0.0,4.0,1.0,2.0,0.42,0.4242,0.67,0.18802,2,7,9
9414.0,02/02/2012,1.0,1.0,2.0,3.0,0.0,4.0,1.0,2.0,0.4,0.4242,0.67,0.18802,0,2,2
9415.0,02/02/2012,1.0,1.0,2.0,4.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.82,0.12544,0,1,1
9416.0,02/02/2012,1.0,1.0,2.0,5.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.82,0.0,0,19,19
9417.0,02/02/2012,1.0,1.0,2.0,6.0,0.0,4.0,1.0,3.0,0.36,0.3788,0.9,0.0,1,73,74
9418.0,02/02/2012,1.0,1.0,2.0,7.0,0.0,4.0,1.0,3.0,0.36,0.3788,0.93,0.0,4,201,205
,02/02/2012,1.0,1.0,2.0,8.0,0.0,4.0,1.0,3.0,0.4,0.4091,0.87,0.0,9,436,445
9420.0,02/02/2012,1.0,1.0,2.0,,0.0,4.0,1.0,,0.38,0.3939,0.87,0.0,15,213,228
9421.0,02/02/2012,1.0,1.0,2.0,,0.0,4.0,1.0,3.0,0.42,0.4091,0.77,0.14629999999999999,6,72,78
9422.0,02/02/2012,1.0,1.0,2.0,11.0,,4.0,1.0,3.0,0.4,0.4091,0.82,0.35517999999999994,6,99,105
9423.0,02/02/2012,1.0,1.0,2.0,12.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.82,0.0,8,140,148
9424.0,02/02/2012,1.0,1.0,2.0,13.0,0.0,4.0,1.0,2.0,0.42,0.4091,0.77,0.0,13,124,137
9425.0,02/02/2012,1.0,1.0,2.0,14.0,0.0,4.0,1.0,1.0,0.4,0.4091,0.76,0.14629999999999999,12,129,141
9426.0,02/02/2012,1.0,1.0,2.0,15.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.67,0.22988,24,150,174
9427.0,02/02/2012,1.0,1.0,2.0,16.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.55,0.39704,18,211,229
9428.0,02/02/2012,1.0,1.0,2.0,17.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.54,0.6895,13,437,450
9429.0,02/02/2012,1.0,1.0,2.0,18.0,0.0,4.0,1.0,1.0,0.4,0.4091,0.43,0.6477799999999999,17,393,410
9430.0,02/02/2012,1.0,1.0,2.0,19.0,0.0,4.0,1.0,1.0,0.38,0.3939,0.43,0.7313599999999999,16,311,327
9431.0,02/02/2012,1.0,1.0,2.0,20.0,0.0,4.0,1.0,1.0,0.36,0.3182,0.46,0.7313599999999999,9,204,213
9432.0,02/02/2012,1.0,1.0,2.0,21.0,0.0,4.0,1.0,1.0,0.34,0.303,0.46,0.5850599999999999,4,144,148
9433.0,,1.0,1.0,2.0,22.0,0.0,4.0,1.0,1.0,0.32,0.2879,0.49,0.5850599999999999,3,106,109
9434.0,02/02/2012,1.0,1.0,2.0,23.0,0.0,4.0,1.0,,0.32,0.303,0.49,0.35517999999999994,0,61,61
9435.0,03/02/2012,1.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,0.32,0.2879,0.53,0.5433399999999999,1,37,38
9436.0,03/02/2012,1.0,1.0,2.0,1.0,0.0,5.0,1.0,1.0,0.3,0.2727,0.56,0.45976,3,19,22
9437.0,03/02/2012,1.0,1.0,2.0,2.0,0.0,5.0,1.0,1.0,0.3,0.2879,0.52,0.31345999999999996,0,6,6
9438.0,03/02/2012,1.0,1.0,2.0,3.0,0.0,5.0,1.0,1.0,0.28,0.2576,0.56,0.41789999999999994,0,4,4
9439.0,03/02/2012,1.0,1.0,2.0,4.0,0.0,5.0,1.0,1.0,0.26,0.2576,0.6,0.31345999999999996,0,2,2
9440.0,03/02/2012,1.0,1.0,2.0,5.0,0.0,5.0,1.0,1.0,0.26,0.2576,0.6,0.31345999999999996,0,17,17
9441.0,03/02/2012,1.0,1.0,2.0,6.0,0.0,5.0,1.0,1.0,0.24,0.2424,0.65,0.22988,0,88,88
9442.0,03/02/2012,1.0,1.0,2.0,7.0,0.0,5.0,1.0,1.0,0.24,0.2273,0.65,0.31345999999999996,10,216,226
9443.0,03/02/2012,1.0,1.0,2.0,8.0,0.0,5.0,1.0,1.0,0.24,0.2273,0.65,0.31345999999999996,12,429,441
9444.0,03/02/2012,1.0,1.0,2.0,9.0,0.0,5.0,1.0,1.0,0.24,0.2273,0.65,0.2716,18,252,270
9445.0,03/02/2012,1.0,1.0,2.0,10.0,0.0,5.0,1.0,1.0,0.28,0.2576,0.56,0.39704,15,114,129
9446.0,03/02/2012,1.0,1.0,2.0,11.0,0.0,5.0,1.0,1.0,0.32,0.303,0.53,0.41789999999999994,15,149,164
9447.0,03/02/2012,1.0,1.0,2.0,12.0,0.0,5.0,1.0,1.0,0.34,0.3333,0.46,0.18802,25,191,216
9448.0,03/02/2012,1.0,1.0,2.0,13.0,0.0,5.0,1.0,1.0,0.36,0.3636,0.46,0.0,25,173,198
9449.0,03/02/2012,1.0,1.0,2.0,14.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.46,0.31345999999999996,696,148,844
9450.0,03/02/2012,1.0,1.0,2.0,15.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.4,0.0,48,168,216
9451.0,03/02/2012,1.0,1.0,2.0,16.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.37,0.14629999999999999,36,275,311
9452.0,03/02/2012,1.0,1.0,2.0,17.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.37,0.12544,30,458,488
9453.0,03/02/2012,1.0,1.0,2.0,,0.0,5.0,1.0,1.0,0.38,0.3939,0.4,0.14629999999999999,17,368,385
9454.0,03/02/2012,1.0,1.0,2.0,19.0,0.0,5.0,1.0,1.0,0.34,0.3485,0.49,0.14629999999999999,11,256,267
9455.0,03/02/2012,1.0,1.0,2.0,20.0,0.0,5.0,1.0,1.0,0.34,0.3485,0.49,0.14629999999999999,8,155,163
9456.0,03/02/2012,1.0,1.0,2.0,21.0,0.0,5.0,1.0,1.0,0.34,0.3485,0.49,0.14629999999999999,8,126,134
9457.0,03/02/2012,1.0,1.0,2.0,22.0,0.0,5.0,1.0,1.0,0.34,0.3485,0.7,0.14629999999999999,3,116,119
9458.0,03/02/2012,1.0,1.0,2.0,23.0,0.0,5.0,1.0,1.0,0.26,0.2727,0.7,0.14629999999999999,3,74,77
9459.0,04/02/2012,1.0,1.0,2.0,0.0,0.0,6.0,0.0,1.0,0.26,0.2727,0.7,0.14629999999999999,10,76,86
9460.0,04/02/2012,1.0,1.0,2.0,1.0,0.0,6.0,0.0,1.0,0.26,0.2727,0.7,0.14629999999999999,0,43,43
9461.0,04/02/2012,1.0,1.0,2.0,2.0,0.0,6.0,0.0,1.0,0.24,0.2576,0.7,0.12544,6,38,44
9462.0,04/02/2012,1.0,1.0,2.0,3.0,0.0,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,1,17,18
9463.0,04/02/2012,1.0,1.0,2.0,4.0,0.0,6.0,0.0,1.0,0.24,0.2576,0.81,0.12544,1,5,6
9464.0,04/02/2012,1.0,1.0,2.0,5.0,0.0,6.0,0.0,1.0,0.24,0.2576,0.81,0.12544,1,3,4
9465.0,04/02/2012,1.0,1.0,2.0,6.0,,6.0,0.0,1.0,0.22,0.2273,0.87,0.18802,1,4,5
9466.0,04/02/2012,1.0,1.0,2.0,7.0,0.0,6.0,0.0,2.0,0.24,0.2424,0.87,0.18802,1,27,28
9467.0,04/02/2012,1.0,1.0,2.0,8.0,0.0,6.0,0.0,1.0,0.24,0.2879,0.87,0.0,4,86,90
9468.0,04/02/2012,1.0,1.0,2.0,9.0,0.0,6.0,0.0,1.0,0.24,0.2424,0.81,0.18802,16,141,157
9469.0,04/02/2012,1.0,1.0,2.0,10.0,0.0,5.0,0.0,1.0,0.24,0.2576,0.87,0.14629999999999999,31,193,224
9470.0,04/02/2012,1.0,1.0,2.0,11.0,0.0,6.0,0.0,1.0,0.3,0.3333,0.7,0.0,46,224,270
9471.0,04/02/2012,1.0,1.0,2.0,12.0,0.0,6.0,0.0,2.0,0.3,0.3182,0.7,0.12544,40,260,300
9472.0,04/02/2012,1.0,1.0,2.0,13.0,0.0,6.0,0.0,2.0,0.3,0.2879,0.7,0.2716,58,244,302
9473.0,04/02/2012,1.0,1.0,2.0,14.0,0.0,6.0,0.0,106.0,0.32,0.303,0.66,0.31345999999999996,47,229,276
9474.0,04/02/2012,1.0,1.0,2.0,15.0,0.0,6.0,0.0,2.0,0.32,0.303,0.66,0.31345999999999996,61,244,305
9475.0,04/02/2012,1.0,1.0,2.0,16.0,0.0,6.0,0.0,2.0,0.34,0.3333,0.61,0.22988,20,123,143
9476.0,04/02/2012,1.0,1.0,2.0,17.0,0.0,6.0,0.0,3.0,0.3,0.2879,0.7,0.2716,13,54,67
9477.0,04/02/2012,1.0,1.0,2.0,18.0,0.0,6.0,0.0,3.0,0.28,0.2727,0.87,0.22988,6,58,64
